q_m	xn_p,	xn_he3,	xn_he4,	xn_c12,	xn_n14,	xn_o16,	xn_o18,	xn_ne20,	xn_ne22,	xn_mg24,	xn_si28,	xn_ca40,	xn_ti44,	xn_ni56,
0.3054694782589982	4.279516498051155e-20	0.0	0.00505055517786961	0.49745754601499337	1.4193414310129436e-11	0.4973745159956295	0.0	0.00011317469639413504	1.8275078262038238e-13	3.3629678842974744e-06	7.041776942254122e-07	2.9190593807709673e-08	1.9263890492644943e-10	1.1157192602034356e-07
0.30650147062321575	4.6570444439343165e-20	0.0	0.005025820834518801	0.49746849219580175	1.4632052594148025e-11	0.49737749217344895	0.0	0.00012396468045009637	1.873442760183597e-13	3.3651817266072836e-06	7.086818540772507e-07	3.147366673104227e-08	2.1136287191817373e-10	1.2455235059444888e-07
0.3075334651886309	4.6645298598196055e-20	0.0	0.00500714084500867	0.49747771369615434	1.435822857012507e-11	0.49738287367257267	0.0	0.0001279156318057901	1.8593116623115692e-13	3.478991965039609e-06	7.282718610823401e-07	3.2161505996849906e-08	1.99073279498899e-10	1.1651550897118803e-07
0.3085655554275219	4.8852743434126214e-20	0.0	0.004955365258382864	0.49750424625855855	1.3762579939456128e-11	0.4974120962388769	0.0	0.00012417411652150757	1.7542192746718e-13	3.3375845128520446e-06	6.399306466784477e-07	2.635132162820011e-08	1.8085669862795595e-10	1.140663843626656e-07
0.3095974638317787	3.3040377663305223e-20	0.0	0.004929943094229422	0.49751669033497786	1.3230388668193408e-11	0.4974244503163757	0.0	0.0001248566051800291	1.714551445776302e-13	3.30568156666203e-06	6.374904885637152e-07	2.5555156153748765e-08	1.8589457748965348e-10	9.072272929619631e-08
0.3106294298602409	4.296870367650469e-20	0.0	0.005026394531938506	0.49746912202949767	1.3430424024516678e-11	0.49738144200975226	0.0	0.00011901472680198522	1.7311335898493752e-13	3.222443825690796e-06	6.65104109780712e-07	2.8166104342975633e-08	1.933913435515173e-10	1.1078097494775339e-07
0.31166150248955216	2.3121809092854787e-20	0.0	0.004840880456897515	0.4975634380750676	1.1161630975750882e-11	0.4974834980609172	0.0	0.0001088759192724248	1.4142274503362763e-13	2.680614074502843e-06	5.126472207450893e-07	2.192005288012862e-08	1.552088374739416e-10	9.213998530995127e-08
0.3126934827471837	3.890943608010831e-20	0.0	0.0048491367069935145	0.4975577933250868	1.2807734659711722e-11	0.49747130330712597	0.0	0.00011790428448453345	1.64807924224754e-13	3.1119520462419434e-06	6.217752091206334e-07	2.7061053619619974e-08	1.8222666784200857e-10	1.013928010556846e-07
0.31372541166974555	3.581255717699864e-20	0.0	0.0049776415975419175	0.4974951597002829	1.2174933439911795e-11	0.49741668968455716	0.0	0.0001068085814049234	1.570250614685334e-13	2.9707010953419523e-06	5.975720797561508e-07	2.6518485314424545e-08	1.8473953702263981e-10	1.0544748113215275e-07
0.31475748146894583	3.4313406297820695e-20	0.0	0.004847528589706653	0.4975605313213623	1.1385773089724254e-11	0.4974830813071473	0.0	0.00010543004935044106	1.4496827660721594e-13	2.775258609365959e-06	5.366758385005153e-07	2.317523525354087e-08	1.6198332973012813e-10	9.34492361515042e-08
0.31578953892571743	3.4145764627177e-20	0.0	0.004869073445013587	0.49754912656676786	1.158859224917066e-11	0.49746839655109937	0.0	0.0001097691213045279	1.5055422922030115e-13	2.9417270709447766e-06	5.790450723838995e-07	2.456812976830278e-08	1.7444241385663684e-10	8.878936023267329e-08
0.31682140880901855	2.802750008394134e-20	0.0	0.004871334983617206	0.4975487702509591	1.0771721953895367e-11	0.49747236023709895	0.0	0.0001041699688955137	1.3838000510091256e-13	2.720528593479895e-06	5.31301976373493e-07	2.3025026176536695e-08	1.5942688891863168e-10	8.953349624058663e-08
0.31785350038435084	2.959616246698455e-20	0.0	0.004905881306211314	0.49753015190345723	1.1617028145890143e-11	0.4974481318883065	0.0	0.00011221068072748648	1.5079264785432322e-13	2.9370513425302796e-06	5.674828148250692e-07	2.2635350181187673e-08	1.6712709087161128e-10	9.687289489430029e-08
